7,6,5,3,4,1,9,8,2,11,10,4_5,8_3,4_6,4_3,7_9,9_5,7_6,2_5,4_2,3_7,9_8,8_7,6_5,7_5,5_1,1_9,1_6,5_8,1_2,3_10,5_10,9_10,10_6,6_11,8_11,2_10,9_8_4,1_6_5,7_5_3,7_9_5,1_2_5,4_6_5,5_8_7,7_6_5,2_11_3,2_10_3,8_7_3_4,2_1_6_5,11_8_10,3_7_5_11,2_10_5_9,2_11_3_1,Accuracy
0.94,1.0,1.0,1.0,1.0,0.96,0.86,0.97,0.95,1.0,1.0,0.82,0.92,0.87,0.84,0.85,0.94,0.97,0.89,0.57,0.97,0.94,0.94,1.0,0.96,0.96,0.81,0.93,1.0,0.98,1.0,1.0,0.96,0.98,0.87,0.96,0.77,0.84,0.85,0.91,0.93,0.94,0.94,0.95,0.99,0.88,0.79,0.78,0.81,0.99,0.93,0.93,0.81,0.9073
